"league_gender","season_id","match_id","team_name","shirt_number","player_name","vote","pt_tot","pt_bp","pt_profloss","serv_tot","serv_err","serv_pt","rec_tot","rec_err","rec_pos","rec_per","att_tot","att_err","att_blo","att_pt","att_per","blo_pt"
"Women","1617",2004,"VCO.Berlin.1",5,"Herzog Maike",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Women","1617",2004,"VCO.Berlin.1",7,"Köppen Gina ",5,11,2,3,8,NA,NA,26,3,35,23,26,2,3,10,38,1
"Women","1617",2004,"VCO.Berlin.1",9,"Skinner Aisha ",5,9,3,3,10,NA,1,NA,NA,NA,NA,32,2,4,8,25,NA
"Women","1617",2004,"VCO.Berlin.1",10,"Senger Lisa",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2004,"VCO.Berlin.1",11,"Weidt Merle ",NA,5,3,2,9,1,2,NA,NA,NA,NA,7,1,1,2,29,1
"Women","1617",2004,"VCO.Berlin.1",12,"Große Scharmann Lena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Women","1617",2004,"VCO.Berlin.1",13,"Wiesner Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2004,"VCO.Berlin.1",15,"Kästner Pia ",5,2,1,1,7,1,NA,NA,NA,NA,NA,5,NA,NA,2,40,NA
"Women","1617",2004,"VCO.Berlin.1",16,"Lenz Sindy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2005,"SC.Potsdam",1,"Drpa Marta",6,17,3,12,12,2,1,NA,NA,NA,NA,32,3,NA,15,47,1
"Women","1617",2005,"SC.Potsdam",3,"Rühl Lisa",NA,NA,NA,-2,NA,NA,NA,18,2,33,28,NA,NA,NA,NA,NA,NA
"Women","1617",2005,"SC.Potsdam",5,"Svobodnikova Ivona",NA,3,NA,NA,8,2,NA,NA,NA,NA,NA,7,NA,1,3,43,NA
"Women","1617",2005,"SC.Potsdam",6,"Knauf Ann-Marie",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2005,"SC.Potsdam",8,"Drewniok Kimberly",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,1,20,NA
"Women","1617",2005,"SC.Potsdam",9,"Gründing Lisa",NA,2,NA,1,5,1,NA,NA,NA,NA,NA,1,NA,NA,1,100,1
"Women","1617",2005,"SC.Potsdam",10,"Hölzig Annegret",5,2,1,NA,4,2,1,10,NA,60,40,9,NA,NA,1,11,NA
"Women","1617",2005,"SC.Potsdam",11,"Dreblow Sophie",NA,NA,NA,-1,2,1,NA,6,NA,17,17,NA,NA,NA,NA,NA,NA
"Women","1617",2005,"SC.Potsdam",12,"Silge Wiebke",NA,4,3,3,9,1,2,NA,NA,NA,NA,7,NA,NA,2,29,NA
"Women","1617",2005,"SC.Potsdam",14,"Imoudu Denise",6,2,2,1,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2005,"SC.Potsdam",15,"Kecman Ljubica",5,3,1,-1,9,1,NA,9,NA,44,22,14,NA,3,3,21,NA
"Women","1617",2005,"SC.Potsdam",17,"Acosta Alvarado R.",5,11,3,5,7,2,NA,18,1,28,17,27,1,2,10,37,1
"Women","1617",2006,"USC.Münster",4,"Bongaerts",6,3,1,NA,10,3,1,NA,NA,NA,NA,1,NA,NA,1,100,1
"Women","1617",2006,"USC.Münster",6,"Fuchs",5,2,NA,-1,4,2,NA,15,1,40,20,9,NA,NA,1,11,1
"Women","1617",2006,"USC.Münster",7,"Anisova",5,3,NA,NA,3,1,NA,15,1,53,40,8,1,NA,3,38,NA
"Women","1617",2006,"USC.Münster",8,"Keddy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2006,"USC.Münster",9,"Langgemach",5,4,2,1,9,1,1,NA,NA,NA,NA,9,NA,2,2,22,1
"Women","1617",2006,"USC.Münster",10,"Alanko",6,NA,NA,-1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2006,"USC.Münster",11,"Wilson",5,12,3,5,7,1,NA,NA,NA,NA,NA,29,2,4,11,38,1
"Women","1617",2006,"USC.Münster",12,"Orthmann",5,8,3,NA,6,3,1,24,2,29,21,19,3,NA,7,37,NA
"Women","1617",2006,"USC.Münster",14,"Dörendahl",NA,NA,NA,-5,NA,NA,NA,10,3,30,20,2,2,NA,NA,NA,NA
"Women","1617",2006,"USC.Münster",17,"Bathen",NA,NA,NA,-1,2,1,NA,2,NA,50,50,NA,NA,NA,NA,NA,NA
"Women","1617",2006,"USC.Münster",18,"Schwertmann",6,8,4,6,10,NA,2,NA,NA,NA,NA,8,1,1,4,50,2
"Women","1617",2007,"Köpenicker.SC.B..1",1,"Walch Nicole",NA,2,1,2,3,NA,NA,4,NA,50,NA,5,NA,NA,2,40,NA
"Women","1617",2007,"Köpenicker.SC.B..1",2,"Stöhr Celin ",6,5,2,3,6,2,NA,NA,NA,NA,NA,6,NA,NA,3,50,2
"Women","1617",2007,"Köpenicker.SC.B..1",5,"Steffen Dominice ",5,8,2,2,8,1,NA,14,NA,57,21,29,3,2,7,24,1
"Women","1617",2007,"Köpenicker.SC.B..1",6,"Klein Luise",NA,2,2,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2007,"Köpenicker.SC.B..1",7,"Pogany Anna",NA,NA,NA,-1,NA,NA,NA,12,1,67,25,NA,NA,NA,NA,NA,NA
"Women","1617",2007,"Köpenicker.SC.B..1",8,"Grätz Annalena ",5,10,7,2,7,1,NA,18,3,67,11,25,2,2,10,40,NA
"Women","1617",2007,"Köpenicker.SC.B..1",9,"Hero Julia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2007,"Köpenicker.SC.B..1",10,"Wickstrom Sarah ",5,5,4,2,20,3,4,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1617",2007,"Köpenicker.SC.B..1",11,"Göpner Jessica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2007,"Köpenicker.SC.B..1",12,"Holstein Marie",NA,3,1,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,100,1
"Women","1617",2007,"Köpenicker.SC.B..1",15,"Iwohn Nele ",6,13,3,9,7,1,NA,1,1,NA,NA,27,2,NA,12,44,1
"Women","1617",2007,"Köpenicker.SC.B..1",16,"Lopes da Silva Nuria ",6,10,7,7,12,2,1,NA,NA,NA,NA,9,NA,1,6,67,3
"Women","1617",2007,"Köpenicker.SC.B..1",17,"Riedel Pia",NA,NA,NA,-1,5,NA,NA,2,1,50,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2008,"Schweriner.SC.1",1,"Souza Ziegler",NA,5,3,2,14,NA,2,11,1,55,18,16,1,1,2,12,1
"Women","1617",2008,"Schweriner.SC.1",2,"Dürr Lenka",NA,NA,NA,NA,NA,NA,NA,20,NA,60,40,NA,NA,NA,NA,NA,NA
"Women","1617",2008,"Schweriner.SC.1",3,"Lippmann Louisa ",NA,18,8,11,9,1,1,NA,NA,NA,NA,37,4,2,15,41,2
"Women","1617",2008,"Schweriner.SC.1",5,"Krause Sabrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2008,"Schweriner.SC.1",6,"Geerties Jennifer ",NA,13,10,7,19,1,4,26,2,58,38,27,2,1,7,26,2
"Women","1617",2008,"Schweriner.SC.1",8,"Turner Ariel ",NA,9,2,7,7,NA,NA,6,NA,33,17,21,1,1,7,33,2
"Women","1617",2008,"Schweriner.SC.1",10,"Hanke Denise ",NA,3,3,3,10,NA,NA,NA,NA,NA,NA,2,NA,NA,2,100,1
"Women","1617",2008,"Schweriner.SC.1",11,"Barfield Lauren ",NA,12,5,7,16,3,4,1,NA,NA,NA,14,1,1,8,57,NA
"Women","1617",2008,"Schweriner.SC.1",12,"Brandt Anja ",NA,13,8,9,9,2,1,NA,NA,NA,NA,11,1,1,6,55,6
"Women","1617",2008,"Schweriner.SC.1",14,"Lohmann Elisa",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2008,"Schweriner.SC.1",15,"Dannemiller Alexa",NA,NA,NA,-1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2008,"Schweriner.SC.1",16,"Schölzel Marie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2009,"USC.Münster",4,"Bongaerts Britt",5,4,1,2,12,1,1,1,NA,NA,NA,7,1,NA,3,43,NA
"Women","1617",2009,"USC.Münster",6,"Fuchs Sina",6,13,8,8,23,NA,4,27,3,59,41,25,NA,2,8,32,1
"Women","1617",2009,"USC.Münster",7,"Anisova Bogdana",5,15,6,8,13,1,1,36,1,50,36,34,2,3,14,41,NA
"Women","1617",2009,"USC.Münster",8,"Keddy Jennifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2009,"USC.Münster",9,"Langgemach Juliane",6,12,9,9,22,1,3,NA,NA,NA,NA,21,NA,2,4,19,5
"Women","1617",2009,"USC.Münster",10,"Alanko Kaisa",6,5,1,4,3,1,NA,NA,NA,NA,NA,7,NA,NA,4,57,1
"Women","1617",2009,"USC.Münster",11,"Wilson Erica",5,13,3,2,11,3,NA,NA,NA,NA,NA,46,5,3,13,28,NA
"Women","1617",2009,"USC.Münster",12,"Orthmann Hanna",NA,3,1,-2,1,1,NA,5,NA,40,20,11,3,1,3,27,NA
"Women","1617",2009,"USC.Münster",14,"Dörendahl Linda",NA,1,NA,NA,NA,NA,NA,23,1,57,39,1,NA,NA,1,100,NA
"Women","1617",2009,"USC.Münster",17,"Bathen Ines",NA,1,1,NA,3,NA,1,5,NA,60,40,2,NA,1,NA,NA,NA
"Women","1617",2009,"USC.Münster",18,"Schwertmann Leonie",6,14,9,9,19,NA,4,1,NA,100,100,17,4,1,6,35,4
"Women","1617",2010,"Schwarz.Weiß",1,"ErfuHrtetmann Selma",6,13,4,9,25,2,2,NA,NA,NA,NA,17,2,NA,10,59,1
"Women","1617",2010,"Schwarz.Weiß",2,"Winters Katlin Marie",6,17,8,10,11,3,1,NA,NA,NA,NA,23,3,1,13,57,3
"Women","1617",2010,"Schwarz.Weiß",3,"Wolf Luise",5,12,4,-11,11,6,1,44,5,43,30,41,8,4,11,27,NA
"Women","1617",2010,"Schwarz.Weiß",5,"Kullerkann Liis",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2010,"Schwarz.Weiß",6,"Stautz Antonia",5,10,2,-1,19,3,1,27,2,30,19,36,3,3,9,25,NA
"Women","1617",2010,"Schwarz.Weiß",7,"Ubben Macy Lanae",6,18,5,11,19,1,2,5,NA,40,20,33,2,4,13,39,3
"Women","1617",2010,"Schwarz.Weiß",11,"Wessely Michaela",6,4,4,2,14,2,3,NA,NA,NA,NA,4,NA,NA,1,25,NA
"Women","1617",2010,"Schwarz.Weiß",12,"Skayhan Alison",5,1,1,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1617",2010,"Schwarz.Weiß",14,"Stock Lisa",NA,NA,NA,-2,NA,NA,NA,18,2,67,56,NA,NA,NA,NA,NA,NA
"Women","1617",2010,"Schwarz.Weiß",15,"Piest Madleen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2012,"Allianz.MTV.1",1,"StutBtugaakaretwWanna",NA,NA,NA,-1,NA,NA,NA,9,1,56,33,NA,NA,NA,NA,NA,NA
"Women","1617",2012,"Allianz.MTV.1",3,"Tomazela Pissinato M. ",6,7,3,3,12,3,1,NA,NA,NA,NA,7,NA,1,5,71,1
"Women","1617",2012,"Allianz.MTV.1",4,"Nichol Valerie ",7,6,5,4,15,1,3,NA,NA,NA,NA,2,NA,1,NA,NA,3
"Women","1617",2012,"Allianz.MTV.1",5,"Renkema Kim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2012,"Allianz.MTV.1",7,"Sandor Renata ",5,11,4,7,9,NA,NA,26,2,42,31,25,1,1,11,44,NA
"Women","1617",2012,"Allianz.MTV.1",8,"Schaefer Julia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2012,"Allianz.MTV.1",11,"Kocar Karmen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2012,"Allianz.MTV.1",12,"van Daelen Deborah",6,3,2,NA,7,1,NA,NA,NA,NA,NA,4,1,1,2,50,1
"Women","1617",2012,"Allianz.MTV.1",14,"Whitney Aiyana ",6,6,2,5,4,NA,NA,NA,NA,NA,NA,11,1,NA,4,36,2
"Women","1617",2012,"Allianz.MTV.1",15,"Pettke Jennifer",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2012,"Allianz.MTV.1",16,"Mlejnkova Michaela ",6,14,6,13,15,NA,2,11,NA,55,27,20,1,NA,12,60,NA
"Women","1617",2012,"Allianz.MTV.1",17,"Grant Nia ",6,6,3,2,8,3,NA,NA,NA,NA,NA,8,NA,1,4,50,2
"Women","1617",2013,"SC.Potsdam",1,"Drpa Marta",6,21,9,16,19,1,2,NA,NA,NA,NA,52,3,1,16,31,3
"Women","1617",2013,"SC.Potsdam",3,"Rühl Lisa",NA,NA,NA,NA,NA,NA,NA,23,NA,70,61,NA,NA,NA,NA,NA,NA
"Women","1617",2013,"SC.Potsdam",5,"Svobodnikova Ivona",6,10,5,10,17,NA,NA,NA,NA,NA,NA,16,NA,NA,6,38,4
"Women","1617",2013,"SC.Potsdam",6,"Knauf Ann-Marie",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2013,"SC.Potsdam",8,"Drewniok Kimberly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2013,"SC.Potsdam",9,"Gründing Lisa",NA,2,2,2,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2013,"SC.Potsdam",10,"Hölzig Annegret",5,13,5,1,18,4,2,25,4,24,20,32,1,3,9,28,2
"Women","1617",2013,"SC.Potsdam",11,"Dreblow Sophie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2013,"SC.Potsdam",12,"Silge Wiebke",6,13,9,9,18,2,2,NA,NA,NA,NA,20,1,1,9,45,2
"Women","1617",2013,"SC.Potsdam",14,"Imoudu Denise",5,3,3,NA,13,3,NA,NA,NA,NA,NA,5,NA,NA,2,40,1
"Women","1617",2013,"SC.Potsdam",15,"Kecman Ljubica",NA,3,2,3,3,NA,NA,1,NA,NA,NA,6,NA,NA,3,50,NA
"Women","1617",2013,"SC.Potsdam",17,"Acosta Alvarado R.",5,19,9,9,13,3,NA,38,1,61,42,41,4,2,18,44,1
"Women","1617",2015,"Köpenicker.SC.B..1",1,"Walch Nicole ",5,18,9,6,19,3,2,37,2,27,8,39,NA,7,16,41,NA
"Women","1617",2015,"Köpenicker.SC.B..1",2,"Stöhr Celin ",6,8,5,6,15,NA,1,1,NA,NA,NA,9,1,1,2,22,5
"Women","1617",2015,"Köpenicker.SC.B..1",5,"Steffen Dominice ",6,23,7,13,9,4,NA,23,2,52,30,50,1,3,23,46,NA
"Women","1617",2015,"Köpenicker.SC.B..1",6,"Klein Luise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2015,"Köpenicker.SC.B..1",7,"Pogany Anna",NA,NA,NA,-3,NA,NA,NA,18,3,39,17,NA,NA,NA,NA,NA,NA
"Women","1617",2015,"Köpenicker.SC.B..1",8,"Grätz Annalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2015,"Köpenicker.SC.B..1",9,"Hero Julia",6,6,3,3,8,1,1,1,NA,100,NA,6,1,1,3,50,2
"Women","1617",2015,"Köpenicker.SC.B..1",10,"Wickstrom Sarah ",6,5,5,3,22,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"Women","1617",2015,"Köpenicker.SC.B..1",11,"Göpner Jessica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2015,"Köpenicker.SC.B..1",12,"Holstein Marie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Women","1617",2015,"Köpenicker.SC.B..1",15,"Iwohn Nele ",6,11,4,2,16,4,1,NA,NA,NA,NA,30,5,NA,8,27,2
"Women","1617",2015,"Köpenicker.SC.B..1",16,"Lopes da Silva Nuria ",NA,2,NA,-1,5,1,NA,NA,NA,NA,NA,5,2,NA,2,40,NA
"Women","1617",2015,"Köpenicker.SC.B..1",17,"Riedel Pia",NA,1,1,NA,4,NA,1,3,NA,33,33,2,NA,1,NA,NA,NA
"Women","1617",2017,"VC.Wiesbaden.1",2,"Mach",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2017,"VC.Wiesbaden.1",3,"McCage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2017,"VC.Wiesbaden.1",4,"Großer ",6,10,5,4,10,NA,NA,11,1,27,18,24,3,2,8,33,2
"Women","1617",2017,"VC.Wiesbaden.1",5,"Longo",NA,NA,NA,-4,NA,NA,NA,26,4,38,15,NA,NA,NA,NA,NA,NA
"Women","1617",2017,"VC.Wiesbaden.1",8,"Hynes",5,8,4,-1,8,4,1,25,1,44,24,26,3,1,6,23,1
"Women","1617",2017,"VC.Wiesbaden.1",9,"Grozer",NA,NA,NA,-2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2017,"VC.Wiesbaden.1",10,"Kemmsies ",5,5,3,3,19,1,NA,NA,NA,NA,NA,14,1,NA,4,29,1
"Women","1617",2017,"VC.Wiesbaden.1",11,"Košova ",6,17,6,16,21,1,2,NA,NA,NA,NA,19,NA,NA,11,58,4
"Women","1617",2017,"VC.Wiesbaden.1",12,"Nagy ",6,10,5,5,10,2,3,NA,NA,NA,NA,14,NA,3,3,21,4
"Women","1617",2017,"VC.Wiesbaden.1",13,"Bednarova ",5,18,10,4,15,2,1,42,3,52,31,47,5,4,16,34,1
"Women","1617",2017,"VC.Wiesbaden.1",14,"Mertens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2017,"VC.Wiesbaden.1",16,"Aigner-Swesey ",6,17,7,5,24,4,3,NA,NA,NA,NA,50,7,1,11,22,3
"Women","1617",2018,"VfB.91.Suhl.1",2,"Petter Michelle",NA,NA,NA,-1,NA,NA,NA,30,1,37,30,NA,NA,NA,NA,NA,NA
"Women","1617",2018,"VfB.91.Suhl.1",3,"Patockova Tereza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2018,"VfB.91.Suhl.1",4,"Hroncekova Veronika ",NA,17,8,16,15,NA,4,NA,NA,NA,NA,18,1,NA,12,67,1
"Women","1617",2018,"VfB.91.Suhl.1",5,"Bajde Anna Maria",NA,2,2,NA,8,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2018,"VfB.91.Suhl.1",6,"Jasper Marrit ",NA,11,7,-3,17,2,3,28,3,25,21,26,5,4,6,23,2
"Women","1617",2018,"VfB.91.Suhl.1",8,"Delabarre Laurianne ",NA,6,3,4,19,1,2,NA,NA,NA,NA,7,1,NA,3,43,1
"Women","1617",2018,"VfB.91.Suhl.1",9,"Holzer Katharina",NA,11,3,7,6,NA,1,NA,NA,NA,NA,22,3,1,9,41,1
"Women","1617",2018,"VfB.91.Suhl.1",10,"Valongo de Castro J. ",NA,3,2,NA,9,1,NA,NA,NA,NA,NA,8,1,1,3,38,NA
"Women","1617",2018,"VfB.91.Suhl.1",11,"Steger Claudia ",NA,17,9,6,14,1,4,21,4,29,14,27,3,3,12,44,1
"Women","1617",2018,"VfB.91.Suhl.1",13,"Lauerova Miloslava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2018,"VfB.91.Suhl.1",17,"Carey Beth ",NA,5,3,NA,7,2,1,NA,NA,NA,NA,12,1,2,2,17,2
"Women","1617",2019,"Dresdner.SC.1",2,"Apitz Mareen ",6,2,1,1,15,1,1,1,NA,NA,NA,2,NA,NA,1,50,NA
"Women","1617",2019,"Dresdner.SC.1",6,"Smutna Lucie",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1617",2019,"Dresdner.SC.1",7,"Strumilo Dominika ",6,10,5,5,11,1,NA,24,4,29,21,19,NA,NA,7,37,3
"Women","1617",2019,"Dresdner.SC.1",8,"Purchartová Barbora ",NA,5,1,5,8,NA,NA,NA,NA,NA,NA,8,NA,NA,4,50,1
"Women","1617",2019,"Dresdner.SC.1",9,"Schoot Myrthe Matilde",NA,NA,NA,-1,NA,NA,NA,24,1,29,8,NA,NA,NA,NA,NA,NA
"Women","1617",2019,"Dresdner.SC.1",10,"Maase Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
