"league_gender","season_id","match_id","team_name","shirt_number","player_name","vote","pt_tot","pt_bp","pt_profloss","serv_tot","serv_err","serv_pt","rec_tot","rec_err","rec_pos","rec_per","att_tot","att_err","att_blo","att_pt","att_per","blo_pt"
"Women","1516",2003,"Ladies.in.Black.A..1",3,"Baradel Silvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2003,"Ladies.in.Black.A..1",4,"Bongaerts Britt ",6,7,4,2,23,5,2,NA,NA,NA,NA,5,NA,NA,4,80,1
"Women","1516",2003,"Ladies.in.Black.A..1",5,"Svobodnikova Ivona ",6,17,8,12,11,3,NA,NA,NA,NA,NA,19,NA,2,13,68,4
"Women","1516",2003,"Ladies.in.Black.A..1",6,"Scheuschner Lene",NA,NA,NA,-1,NA,NA,NA,3,1,NA,NA,3,NA,NA,NA,NA,NA
"Women","1516",2003,"Ladies.in.Black.A..1",9,"Grozer Dora ",5,6,2,-2,6,3,NA,25,1,32,20,21,3,1,5,24,1
"Women","1516",2003,"Ladies.in.Black.A..1",11,"KoÅ¡ova Simona ",6,12,6,8,17,3,5,1,NA,NA,NA,9,1,NA,5,56,2
"Women","1516",2003,"Ladies.in.Black.A..1",12,"Langgemach Juliane",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2003,"Ladies.in.Black.A..1",14,"Valachova Dominika",NA,NA,NA,-1,NA,NA,NA,23,1,70,26,NA,NA,NA,NA,NA,NA
"Women","1516",2003,"Ladies.in.Black.A..1",15,"Liedtke Zoe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2003,"Ladies.in.Black.A..1",17,"Weihenmaier Laura ",5,17,9,6,21,4,2,22,1,45,23,28,4,2,14,50,1
"Women","1516",2004,"VfB.Suhl.1",2,"Petter Michelle",NA,NA,NA,-1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2004,"VfB.Suhl.1",3,"Trnkova Veronika ",6,12,7,10,13,2,NA,2,NA,50,NA,12,NA,NA,5,42,7
"Women","1516",2004,"VfB.Suhl.1",4,"Mertens Lia-Tabea",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2004,"VfB.Suhl.1",5,"Salancoiva Erika ",6,20,5,12,17,4,1,3,NA,33,NA,30,2,2,19,63,NA
"Women","1516",2004,"VfB.Suhl.1",6,"Drobnakova Dominika ",5,16,5,5,21,2,1,25,2,44,16,35,3,4,15,43,NA
"Women","1516",2004,"VfB.Suhl.1",7,"Jelinkova Martina ",6,4,2,NA,22,3,2,1,NA,NA,NA,4,NA,1,2,50,NA
"Women","1516",2004,"VfB.Suhl.1",11,"Steger Claudia ",6,12,5,2,14,2,1,51,6,41,18,25,1,1,8,32,3
"Women","1516",2004,"VfB.Suhl.1",13,"Lauerova Miloslava",NA,NA,NA,-1,NA,NA,NA,12,1,50,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2004,"VfB.Suhl.1",14,"Scott Jordanne ",6,12,6,6,6,3,NA,1,NA,NA,NA,14,1,2,7,50,5
"Women","1516",2006,"SC.Potsdam",3,"Rühl",NA,NA,NA,NA,NA,NA,NA,14,NA,79,21,NA,NA,NA,NA,NA,NA
"Women","1516",2006,"SC.Potsdam",5,"Katic",6,3,2,3,7,NA,NA,1,NA,NA,NA,2,NA,NA,1,50,2
"Women","1516",2006,"SC.Potsdam",6,"Schaus",NA,NA,NA,-1,1,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA
"Women","1516",2006,"SC.Potsdam",7,"Sydlik",6,1,1,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2006,"SC.Potsdam",10,"Silge",6,5,NA,4,16,1,NA,NA,NA,NA,NA,9,NA,NA,3,33,2
"Women","1516",2006,"SC.Potsdam",12,"Montano",6,9,2,4,9,1,NA,1,1,NA,NA,12,1,2,5,42,4
"Women","1516",2006,"SC.Potsdam",13,"Hippe",5,10,4,3,8,1,NA,NA,NA,NA,NA,30,2,4,10,33,NA
"Women","1516",2006,"SC.Potsdam",14,"Roani",5,3,1,-1,6,NA,NA,15,2,60,20,12,1,1,2,17,1
"Women","1516",2006,"SC.Potsdam",15,"Mapeli Burchardt",5,9,5,NA,10,NA,1,33,3,39,21,28,3,3,7,25,1
"Women","1516",2007,"NawaRo.Straubing.1",1,"Hahn Kristen",NA,NA,NA,-1,NA,NA,NA,25,1,48,36,NA,NA,NA,NA,NA,NA
"Women","1516",2007,"NawaRo.Straubing.1",3,"Gadelha de Souza Wivia ",6,11,6,10,16,NA,1,NA,NA,NA,NA,11,1,NA,5,45,5
"Women","1516",2007,"NawaRo.Straubing.1",4,"Dibbern Alyssa Rene",6,12,5,10,6,NA,NA,NA,NA,NA,NA,25,1,1,11,44,1
"Women","1516",2007,"NawaRo.Straubing.1",5,"Niemczyk Natascha",6,4,3,-1,8,2,NA,6,1,33,33,11,NA,2,3,27,1
"Women","1516",2007,"NawaRo.Straubing.1",6,"Swiechowska Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2007,"NawaRo.Straubing.1",8,"Bertalanitsch Michaela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2007,"NawaRo.Straubing.1",9,"Ssuschke-Voigt Corina ",7,13,4,12,9,NA,NA,NA,NA,NA,NA,13,1,NA,11,85,2
"Women","1516",2007,"NawaRo.Straubing.1",10,"Aulenbrock Carina ",NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,7,1,NA,1,14,NA
"Women","1516",2007,"NawaRo.Straubing.1",11,"Kocar Karmen ",6,2,2,NA,13,2,1,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1516",2007,"NawaRo.Straubing.1",12,"Lepesteur Gianlorenc Br ",5,7,5,1,16,1,2,5,1,40,20,21,2,2,5,24,NA
"Women","1516",2007,"NawaRo.Straubing.1",13,"Purchartová Barbora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2007,"NawaRo.Straubing.1",14,"Nosekova Martina ",5,2,1,-1,5,NA,NA,18,NA,33,22,9,1,2,2,22,NA
"Women","1516",2007,"NawaRo.Straubing.1",15,"Terrell Malina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2007,"NawaRo.Straubing.1",16,"Heimrich Mira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2008,"Dresdner.SC",1,"Hindriksen Mareike",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2008,"Dresdner.SC",3,"Mikhailenko Kristina",6,9,4,5,8,1,NA,NA,NA,NA,NA,16,3,NA,8,50,1
"Women","1516",2008,"Dresdner.SC",7,"Dijkema Laura",6,1,1,NA,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2008,"Dresdner.SC",8,"Lippmann Louisa",NA,3,3,3,2,NA,1,NA,NA,NA,NA,3,NA,NA,1,33,1
"Women","1516",2008,"Dresdner.SC",9,"Schoot Myrthe Matilde",NA,NA,NA,-1,NA,NA,NA,10,1,50,30,NA,NA,NA,NA,NA,NA
"Women","1516",2008,"Dresdner.SC",10,"Slay Kathleen Elizabeth",6,10,6,9,9,1,1,NA,NA,NA,NA,7,NA,NA,4,57,5
"Women","1516",2008,"Dresdner.SC",11,"Little Whitney",NA,NA,NA,-2,2,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"Women","1516",2008,"Dresdner.SC",12,"Cross Jennifer",6,7,5,4,12,1,1,NA,NA,NA,NA,6,1,1,4,67,2
"Women","1516",2008,"Dresdner.SC",13,"Izquierdo-Mocasqui Lisa",6,10,3,6,5,1,NA,7,NA,29,NA,16,NA,3,10,62,NA
"Women","1516",2008,"Dresdner.SC",14,"Stock Lisa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2008,"Dresdner.SC",15,"Bartsch Michelle",6,15,11,11,15,1,3,14,1,43,29,20,1,1,10,50,2
"Women","1516",2008,"Dresdner.SC",16,"Schwabe Katharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2008,"Dresdner.SC",17,"Mancuso Gina",5,NA,NA,-2,4,NA,NA,7,NA,29,14,6,1,1,NA,NA,NA
"Women","1516",2009,"VT.Aurubis.H..1",1,"Horn Melanie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2009,"VT.Aurubis.H..1",3,"Radzuweit Saskia ",6,9,4,2,11,1,2,25,2,36,16,21,1,3,5,24,2
"Women","1516",2009,"VT.Aurubis.H..1",4,"Field Elizabeth ",5,6,3,2,10,2,2,1,NA,100,NA,11,NA,2,4,36,NA
"Women","1516",2009,"VT.Aurubis.H..1",5,"Muijlwijk Karine ",5,8,2,2,10,3,NA,NA,NA,NA,NA,31,NA,3,8,26,NA
"Women","1516",2009,"VT.Aurubis.H..1",7,"Braack Nina ",NA,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Women","1516",2009,"VT.Aurubis.H..1",8,"Poll Jana Franziska ",5,9,3,2,9,1,NA,6,1,33,NA,28,4,1,9,32,NA
"Women","1516",2009,"VT.Aurubis.H..1",10,"Bertram Claire",NA,NA,NA,-3,NA,NA,NA,29,3,48,14,NA,NA,NA,NA,NA,NA
"Women","1516",2009,"VT.Aurubis.H..1",12,"Milton Taylor",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"Women","1516",2009,"VT.Aurubis.H..1",13,"Kirsten Maria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2009,"VT.Aurubis.H..1",14,"Imoudu Denise ",5,5,3,4,9,1,2,NA,NA,NA,NA,4,NA,NA,3,75,NA
"Women","1516",2009,"VT.Aurubis.H..1",15,"Keil Litara",NA,4,2,2,9,1,1,NA,NA,NA,NA,4,1,NA,3,75,NA
"Women","1516",2010,"Allianz.MTV.S..1",1,"Wlk",NA,NA,NA,-1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2010,"Allianz.MTV.S..1",2,"Stoltenborg ",6,2,1,NA,6,1,NA,NA,NA,NA,NA,3,NA,1,2,67,NA
"Women","1516",2010,"Allianz.MTV.S..1",3,"Tomazela Pissinato ",6,9,7,8,13,NA,2,NA,NA,NA,NA,15,1,NA,3,20,4
"Women","1516",2010,"Allianz.MTV.S..1",4,"Nichol",6,4,4,4,16,NA,3,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1516",2010,"Allianz.MTV.S..1",5,"Renkema ",5,6,2,3,14,1,NA,6,NA,17,17,26,2,NA,6,23,NA
"Women","1516",2010,"Allianz.MTV.S..1",7,"Sandor ",5,14,7,11,7,1,NA,22,1,45,18,42,1,NA,14,33,NA
"Women","1516",2010,"Allianz.MTV.S..1",8,"Grobelna ",6,8,4,4,4,NA,NA,NA,NA,NA,NA,23,3,1,6,26,2
"Women","1516",2010,"Allianz.MTV.S..1",9,"Jarmoc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2010,"Allianz.MTV.S..1",10,"Robinson",NA,NA,NA,-2,NA,NA,NA,30,2,37,7,NA,NA,NA,NA,NA,NA
"Women","1516",2010,"Allianz.MTV.S..1",12,"van Daelen",NA,4,1,1,3,NA,NA,NA,NA,NA,NA,16,2,1,4,25,NA
"Women","1516",2010,"Allianz.MTV.S..1",15,"Lindow ",5,2,NA,1,5,NA,NA,NA,NA,NA,NA,11,NA,1,1,9,1
"Women","1516",2010,"Allianz.MTV.S..1",16,"Mlejnkova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2011,"Rote.Raben.V.",2,"von Piekartz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2011,"Rote.Raben.V.",3,"Knip",NA,NA,NA,-1,NA,NA,NA,13,1,85,31,NA,NA,NA,NA,NA,NA
"Women","1516",2011,"Rote.Raben.V.",4,"Sajdova",6,6,3,4,7,1,1,NA,NA,NA,NA,10,NA,1,4,40,1
"Women","1516",2011,"Rote.Raben.V.",5,"Oosterveld",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2011,"Rote.Raben.V.",6,"Markovic",5,9,4,4,8,2,NA,10,NA,30,NA,17,2,1,8,47,1
"Women","1516",2011,"Rote.Raben.V.",7,"Wezorke",6,11,7,7,18,2,4,NA,NA,NA,NA,9,NA,2,4,44,3
"Women","1516",2011,"Rote.Raben.V.",9,"Acosta Alvarado",6,16,11,9,18,1,2,6,1,17,17,27,3,2,12,44,2
"Women","1516",2011,"Rote.Raben.V.",11,"Mesa Luaces",6,8,5,5,6,2,1,NA,NA,NA,NA,12,NA,1,6,50,1
"Women","1516",2011,"Rote.Raben.V.",12,"Liebchen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2011,"Rote.Raben.V.",14,"Stigrot",5,3,1,NA,2,NA,NA,12,NA,33,25,12,1,2,3,25,NA
"Women","1516",2011,"Rote.Raben.V.",15,"Elwassimy",5,4,3,1,14,3,1,NA,NA,NA,NA,3,NA,NA,3,100,NA
"Women","1516",2012,"VC.Wiesbaden.1",2,"Mach Annalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2012,"VC.Wiesbaden.1",4,"Großer Tanja ",5,12,9,5,16,2,NA,16,1,31,NA,29,4,NA,12,41,NA
"Women","1516",2012,"VC.Wiesbaden.1",5,"Longo Alyssa",NA,NA,NA,NA,NA,NA,NA,10,NA,70,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2012,"VC.Wiesbaden.1",6,"Schäperklaus Rebecca ",6,8,3,4,10,2,NA,NA,NA,NA,NA,14,NA,2,6,43,2
"Women","1516",2012,"VC.Wiesbaden.1",7,"Van Berkel Esther ",5,8,6,NA,7,2,NA,16,3,38,12,20,1,2,7,35,1
"Women","1516",2012,"VC.Wiesbaden.1",10,"Alanko Kaisa ",5,1,1,1,7,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Women","1516",2012,"VC.Wiesbaden.1",11,"Hintemann Elizabeth ",5,11,4,8,22,1,3,NA,NA,NA,NA,18,1,1,7,39,1
"Women","1516",2012,"VC.Wiesbaden.1",14,"Halbichova Iveta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2012,"VC.Wiesbaden.1",15,"Pettke Jennifer ",6,11,8,10,11,NA,NA,1,NA,100,NA,15,NA,1,9,60,2
"Women","1516",2012,"VC.Wiesbaden.1",16,"Aigner-Swesey Delainey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2012,"VC.Wiesbaden.1",17,"Steinemann Elena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2013,"Köpenicker.SC.B.",1,"Johnson",5,19,5,13,13,1,1,36,1,44,19,39,NA,4,18,46,NA
"Women","1516",2013,"Köpenicker.SC.B.",2,"Grätz",NA,1,1,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2013,"Köpenicker.SC.B.",4,"Rutarová",NA,NA,NA,-3,10,2,NA,1,NA,NA,NA,6,NA,1,NA,NA,NA
"Women","1516",2013,"Köpenicker.SC.B.",6,"Nelson",6,18,6,9,17,3,NA,NA,NA,NA,NA,34,4,2,16,47,2
"Women","1516",2013,"Köpenicker.SC.B.",7,"Pogany",NA,NA,NA,NA,NA,NA,NA,12,NA,42,17,NA,NA,NA,NA,NA,NA
"Women","1516",2013,"Köpenicker.SC.B.",8,"Knauf",5,1,1,1,9,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Women","1516",2013,"Köpenicker.SC.B.",9,"Hero",NA,2,2,2,10,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Women","1516",2013,"Köpenicker.SC.B.",10,"Wickstrom",5,2,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Women","1516",2013,"Köpenicker.SC.B.",11,"Göpner",NA,NA,NA,-2,NA,NA,NA,26,2,38,4,NA,NA,NA,NA,NA,NA
"Women","1516",2013,"Köpenicker.SC.B.",12,"Barfield",6,12,6,8,11,3,NA,NA,NA,NA,NA,23,NA,1,7,30,5
"Women","1516",2013,"Köpenicker.SC.B.",15,"Iwohn",NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,1
"Women","1516",2013,"Köpenicker.SC.B.",17,"Riedel",5,13,6,4,17,3,1,2,NA,50,50,31,1,5,11,35,1
"Women","1516",2014,"USC.Münster.1",1,"Lakovic Andrea",6,9,4,7,9,NA,1,1,1,NA,NA,13,1,NA,6,46,2
"Women","1516",2014,"USC.Münster.1",4,"Kvapilová Michala ",5,25,12,12,11,2,NA,1,NA,NA,NA,57,5,6,23,40,2
"Women","1516",2014,"USC.Münster.1",5,"Sá Amanda ",6,5,4,1,21,4,2,NA,NA,NA,NA,5,NA,NA,2,40,1
"Women","1516",2014,"USC.Münster.1",6,"Fuchs Sina ",6,19,12,16,26,1,6,39,1,41,15,26,NA,1,12,46,1
"Women","1516",2014,"USC.Münster.1",7,"Leweling Pia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2014,"USC.Münster.1",9,"Ossowski Alisha",NA,1,1,-1,3,1,NA,3,NA,NA,NA,4,NA,1,1,25,NA
"Women","1516",2014,"USC.Münster.1",10,"Benson Ashley ",NA,7,2,5,8,1,1,NA,NA,NA,NA,9,1,NA,6,67,NA
"Women","1516",2014,"USC.Münster.1",13,"Petrausch Sarah",NA,2,1,-1,3,NA,NA,11,NA,27,18,9,1,2,1,11,1
"Women","1516",2014,"USC.Münster.1",14,"Dörendahl Linda",NA,NA,NA,-1,NA,NA,NA,22,1,36,23,NA,NA,NA,NA,NA,NA
"Women","1516",2014,"USC.Münster.1",16,"Schäfer Malin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2014,"USC.Münster.1",17,"Bathen Ines ",5,9,3,3,21,1,NA,26,1,42,15,21,2,2,9,43,NA
"Women","1516",2014,"USC.Münster.1",18,"Schwertmann Leonie ",6,13,3,11,14,NA,1,NA,NA,NA,NA,18,1,1,10,56,2
"Women","1516",2015,"Ladies.in.Black.A..1",1,"Crkonova Tatiana ",5,3,2,-2,15,3,NA,NA,NA,NA,NA,11,2,NA,2,18,1
"Women","1516",2015,"Ladies.in.Black.A..1",2,"Kuciakova Miroslava",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2015,"Ladies.in.Black.A..1",3,"Baradel Silvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2015,"Ladies.in.Black.A..1",4,"Bongaerts Britt ",6,9,5,6,19,2,3,NA,NA,NA,NA,7,1,NA,4,57,2
"Women","1516",2015,"Ladies.in.Black.A..1",5,"Svobodnikova Ivona ",6,10,5,5,12,4,NA,NA,NA,NA,NA,12,NA,1,6,50,4
"Women","1516",2015,"Ladies.in.Black.A..1",6,"Scheuschner Lene",6,2,NA,1,7,1,NA,NA,NA,NA,NA,5,NA,NA,1,20,1
"Women","1516",2015,"Ladies.in.Black.A..1",9,"Grozer Dora ",5,18,5,7,17,6,2,13,1,46,38,35,3,1,15,43,1
"Women","1516",2015,"Ladies.in.Black.A..1",11,"Košova Simona ",6,9,5,8,10,NA,NA,NA,NA,NA,NA,17,NA,1,7,41,2
"Women","1516",2015,"Ladies.in.Black.A..1",12,"Langgemach Juliane",NA,NA,NA,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2015,"Ladies.in.Black.A..1",14,"Valachova Dominika",NA,NA,NA,-4,NA,NA,NA,38,4,50,32,NA,NA,NA,NA,NA,NA
"Women","1516",2015,"Ladies.in.Black.A..1",17,"Weihenmaier Laura ",6,17,6,6,13,4,1,21,2,38,24,29,2,3,14,48,2
"Women","1516",2016,"Allianz.MTV.S..1",1,"Wlk Jelena",5,7,3,-4,14,3,NA,24,2,33,8,28,2,4,7,25,NA
"Women","1516",2016,"Allianz.MTV.S..1",2,"Stoltenborg Femke ",6,1,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2016,"Allianz.MTV.S..1",3,"Tomazela Pissinato Mich ",NA,2,1,2,6,NA,NA,1,NA,100,NA,4,NA,NA,2,50,NA
"Women","1516",2016,"Allianz.MTV.S..1",4,"Nichol Valerie",6,6,4,4,20,2,4,NA,NA,NA,NA,4,NA,NA,2,50,NA
"Women","1516",2016,"Allianz.MTV.S..1",5,"Renkema Kim ",5,6,3,-1,16,NA,1,23,1,39,17,30,4,2,5,17,NA
"Women","1516",2016,"Allianz.MTV.S..1",8,"Grobelna Kaja ",5,18,4,10,11,1,NA,NA,NA,NA,NA,44,5,2,18,41,NA
"Women","1516",2016,"Allianz.MTV.S..1",9,"Jarmoc Caroline",6,7,4,6,12,NA,1,NA,NA,NA,NA,4,NA,1,2,50,4
"Women","1516",2016,"Allianz.MTV.S..1",11,"Thomsen Lisa",NA,NA,NA,-1,NA,NA,NA,18,1,44,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2016,"Allianz.MTV.S..1",12,"van Daelen Deborah",NA,5,1,2,5,NA,NA,NA,NA,NA,NA,12,2,1,5,42,NA
"Women","1516",2016,"Allianz.MTV.S..1",15,"Lindow Nichole ",6,20,11,16,19,3,5,NA,NA,NA,NA,22,NA,1,13,59,2
"Women","1516",2016,"Allianz.MTV.S..1",16,"Mlejnkova Michaela ",5,5,4,NA,2,NA,NA,24,2,33,12,16,2,1,5,31,NA
"Women","1516",2016,"Allianz.MTV.S..1",18,"Hole Mari Aase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2017,"Schweriner.SC.1",1,"Souza Ziegler ",5,23,9,13,21,2,2,14,1,29,NA,41,2,5,19,46,2
"Women","1516",2017,"Schweriner.SC.1",2,"Joachim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1516",2017,"Schweriner.SC.1",4,"Hroncekova ",6,7,3,NA,20,4,1,NA,NA,NA,NA,9,NA,3,3,33,3
